"chr","bin_start","p_value","p_adj","overlaps_telomere"
"chr5",120000000,0.839140132170176,0.967497990610516,FALSE
"chr2",45000000,0.841747842514574,0.967497990610516,FALSE
"chr8",75000000,0.842118912634426,0.967497990610516,FALSE
"chr2",25000000,0.84248420530691,0.967497990610516,FALSE
"chr16",55000000,0.845534479624641,0.967738986300062,FALSE
"chr3",25000000,0.84748049586349,0.967738986300062,FALSE
"chr7",25000000,0.850329965290702,0.967738986300062,FALSE
"chr5",75000000,0.850554857506074,0.967738986300062,FALSE
"chr6",170000000,0.85175528756747,0.967738986300062,TRUE
"chr14",30000000,0.854691452063456,0.968423136320658,FALSE
"chr3",105000000,0.857081514898564,0.968423136320658,FALSE
"chr16",70000000,0.857798021497511,0.968423136320658,FALSE
"chr3",75000000,0.863320307345617,0.970407253126122,FALSE
"chr4",95000000,0.863320307345617,0.970407253126122,FALSE
"chr8",140000000,0.869353126650606,0.970407253126122,FALSE
"chr3",50000000,0.870951584368415,0.970407253126122,FALSE
"chr5",70000000,0.871504517472615,0.970407253126122,FALSE
"chr7",10000000,0.875184290707261,0.970407253126122,FALSE
"chr6",40000000,0.875628758722255,0.970407253126122,FALSE
"chr15",85000000,0.876147590040327,0.970407253126122,FALSE
"chr12",95000000,0.876929505435063,0.970407253126122,FALSE
"chr9",35000000,0.883234915561334,0.970407253126122,FALSE
"chr16",85000000,0.884581268815138,0.970407253126122,FALSE
"chr5",90000000,0.886067127260269,0.970407253126122,FALSE
"chr13",95000000,0.886067127260269,0.970407253126122,FALSE
"chr7",135000000,0.886129612894854,0.970407253126122,FALSE
"chr17",80000000,0.8868141189617,0.970407253126122,TRUE
"chr5",95000000,0.890112764773317,0.971847933392851,FALSE
"chr6",65000000,0.894123278596106,0.971847933392851,FALSE
"chr10",20000000,0.894274615080842,0.971847933392851,FALSE
"chr4",100000000,0.895410455485548,0.971847933392851,FALSE
"chr6",140000000,0.89788905792412,0.97221267595419,FALSE
"chr8",10000000,0.89938775640706,0.97221267595419,FALSE
"chr22",40000000,0.90235766375048,0.973452509985367,FALSE
"chr20",5000000,0.905752448389471,0.974497798744986,FALSE
"chr8",70000000,0.906976415685876,0.974497798744986,FALSE
"chr2",115000000,0.911030788314047,0.97688843566205,FALSE
"chr14",80000000,0.91468392947733,0.977809413354955,FALSE
"chr9",80000000,0.915551885163816,0.977809413354955,FALSE
"chr3",95000000,0.918380861859195,0.978873014436747,FALSE
"chr1",55000000,0.920991240095096,0.979699845041397,FALSE
"chr6",45000000,0.923602524934701,0.980524350527098,FALSE
"chr7",100000000,0.926315925146314,0.981453777833594,FALSE
"chr1",100000000,0.939128389326224,0.990536212866362,FALSE
"chr1",75000000,0.942794468177393,0.990536212866362,FALSE
"chr3",10000000,0.94607114779491,0.990536212866362,FALSE
"chr1",215000000,0.947660292686627,0.990536212866362,FALSE
"chr22",20000000,0.949784421893481,0.990536212866362,FALSE
"chr22",50000000,0.949784421893481,0.990536212866362,TRUE
"chr2",240000000,0.950672276959393,0.990536212866362,TRUE
"chr5",175000000,0.951812627414859,0.990536212866362,FALSE
"chr12",65000000,0.952601610173679,0.990536212866362,FALSE
"chr6",50000000,0.954635831625296,0.990536212866362,FALSE
"chr19",5000000,0.955292415030293,0.990536212866362,FALSE
"chr1",240000000,0.959830088818537,0.991576513464099,FALSE
"chr15",95000000,0.960009470900635,0.991576513464099,FALSE
"chr2",65000000,0.963400329114274,0.99301782620132,FALSE
"chr6",10000000,0.965124067038362,0.99301782620132,FALSE
"chr13",40000000,0.967689868363678,0.993512739096921,FALSE
"chr13",65000000,0.970447244390114,0.993512739096921,FALSE
"chr11",55000000,0.971186610128451,0.993512739096921,FALSE
"chr16",75000000,0.973809730475956,0.994291388287114,FALSE
"chr6",15000000,0.978255986357681,0.996048258918499,FALSE
"chr9",120000000,0.981088438568842,0.996048258918499,FALSE
"chr1",20000000,0.986666639820897,0.996048258918499,FALSE
"chr2",180000000,0.988543535802972,0.996048258918499,FALSE
"chr22",35000000,0.99149316813035,0.996048258918499,FALSE
"chr5",105000000,0.99149316813035,0.996048258918499,FALSE
"chr3",190000000,0.991912763902157,0.996048258918499,FALSE
"chr1",115000000,0.992231075745359,0.996048258918499,FALSE
"chr2",40000000,0.992528492261821,0.996048258918499,FALSE
"chr14",45000000,0.996048258918499,0.996048258918499,FALSE
"chr1",165000000,0.996048258918499,0.996048258918499,FALSE
